record_id,year,month,quarter,department,district,state,scheme,contractor_id,contractor_risk,district_tier,centre_released,state_allocated,district_allocated,contractor_paid,diff_amount,diff_percent,spending_ratio,is_overspend,completion_pct,label_type,label,risk_level
REC08496,2023,11,4,Housing,Nashik,Maharashtra,PM Awas Yojana,C065,medium,2,142.73,138.65,135.93,88.3,47.63,35.04,0.6496,0,57,warning,1,yellow
REC05744,2023,10,4,Sanitation,Pune,Maharashtra,Sarva Shiksha Abhiyan,C008,medium,1,38.55,37.44,36.71,31.96,4.75,12.94,0.8706,0,60,normal,0,green
REC02539,2021,3,1,Housing,Pune,Maharashtra,Swachh Bharat Mission,C051,low,1,875.39,850.37,833.7,783.73,49.97,5.99,0.9401,0,74,normal,0,green
REC09549,2021,2,1,Housing,Raigad,Maharashtra,Jal Jeevan Mission,C083,medium,3,375.65,364.92,357.76,83.38,274.38,76.69,0.2331,0,14,anomaly_under,2,red
REC02403,2021,2,1,Health,Nashik,Maharashtra,PM Fasal Bima Yojana,C035,medium,2,401.92,390.44,382.78,323.03,59.75,15.61,0.8439,0,93,normal,0,green
REC00753,2022,2,1,Education,Vadodara,Gujarat,PM Awas Yojana,C022,low,2,285.33,277.17,271.74,236.73,35.01,12.88,0.8712,0,79,normal,0,green
REC00693,2021,7,3,Education,Palghar,Maharashtra,MGNREGA,C031,low,3,106.96,103.91,101.87,97.7,4.17,4.09,0.9591,0,73,normal,0,green
REC03625,2021,5,2,Health,Dahanu,Maharashtra,PM Awas Yojana,C079,medium,3,137.35,133.43,130.81,107.59,23.22,17.75,0.8225,0,71,normal,0,green
REC04099,2024,6,2,Agriculture,Bharuch,Gujarat,PM Gram Sadak Yojana,C044,medium,3,123.2,119.68,117.33,76.98,40.35,34.39,0.6561,0,92,normal,0,green
REC03472,2021,12,4,Sanitation,Nandurbar,Maharashtra,Ayushman Bharat,C052,low,3,122.79,119.28,116.94,98.04,18.9,16.16,0.8384,0,66,normal,0,green
REC08068,2024,10,4,Infrastructure,Anand,Gujarat,PM Fasal Bima Yojana,C011,low,3,1361.29,1322.4,1296.47,1460.46,163.99,12.65,1.1265,1,37,warning,1,yellow
REC03355,2021,10,4,Agriculture,Ahmedabad,Gujarat,PM Fasal Bima Yojana,C012,medium,1,343.07,333.26,326.73,229.66,97.07,29.71,0.7029,0,77,normal,0,green
REC02616,2022,11,4,Health,Pune,Maharashtra,PM Fasal Bima Yojana,C009,low,1,235.49,228.77,224.28,202.83,21.45,9.56,0.9044,0,89,normal,0,green
REC09683,2021,7,3,Housing,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C037,medium,3,467.86,454.49,445.58,172.78,272.8,61.22,0.3878,0,23,anomaly_under,2,red
REC00274,2021,7,3,Sanitation,Surat,Gujarat,Swachh Bharat Mission,C071,low,1,188.69,183.29,179.7,148.42,31.28,17.41,0.8259,0,81,normal,0,green
REC03215,2024,5,2,Sanitation,Raigad,Maharashtra,Jal Jeevan Mission,C034,low,3,33.75,32.78,32.14,26.63,5.51,17.14,0.8286,0,67,normal,0,green
REC03311,2023,9,3,Housing,Nagpur,Maharashtra,Ayushman Bharat,C009,low,2,237.0,230.22,225.71,207.84,17.87,7.92,0.9208,0,84,normal,0,green
REC08429,2024,6,2,Health,Vadodara,Gujarat,Jal Jeevan Mission,C078,low,2,462.88,449.66,440.84,472.13,31.29,7.1,1.071,1,65,warning,1,yellow
REC03255,2022,7,3,Agriculture,Pune,Maharashtra,MGNREGA,C072,medium,1,223.85,217.45,213.19,135.86,77.33,36.27,0.6373,0,80,normal,0,green
REC00741,2024,11,4,Health,Palghar,Maharashtra,Sarva Shiksha Abhiyan,C041,low,3,200.0,194.29,190.48,170.11,20.37,10.69,0.8931,0,67,normal,0,green
REC09105,2024,7,3,Housing,Nandurbar,Maharashtra,PM Gram Sadak Yojana,C052,low,3,257.4,250.04,245.14,366.45,121.31,49.49,1.4949,1,27,anomaly_over,2,red
REC09632,2023,6,2,Housing,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C023,high,3,319.44,310.31,304.23,43.92,260.31,85.56,0.1444,0,10,anomaly_under,2,red
REC06260,2022,7,3,Sanitation,Vadodara,Gujarat,PM Gram Sadak Yojana,C044,medium,2,43.64,42.39,41.56,34.31,7.25,17.44,0.8256,0,88,normal,0,green
REC06117,2021,2,1,Health,Raigad,Maharashtra,Jal Jeevan Mission,C015,medium,3,106.84,103.78,101.75,89.79,11.96,11.75,0.8825,0,85,normal,0,green
REC06415,2023,1,1,Agriculture,Surat,Gujarat,PM Fasal Bima Yojana,C060,high,1,358.51,348.27,341.44,228.86,112.58,32.97,0.6703,0,91,normal,0,green
REC07897,2024,1,1,Infrastructure,Ahmedabad,Gujarat,PM Fasal Bima Yojana,C068,medium,1,288.15,279.92,274.43,167.94,106.49,38.8,0.612,0,53,warning,1,yellow
REC02961,2021,4,2,Education,Rajkot,Gujarat,Jal Jeevan Mission,C079,medium,2,386.05,375.02,367.67,317.07,50.6,13.76,0.8624,0,67,normal,0,green
REC06149,2022,8,3,Education,Surat,Gujarat,Jal Jeevan Mission,C012,medium,1,344.6,334.75,328.19,315.44,12.75,3.88,0.9612,0,78,normal,0,green
REC03110,2023,6,2,Infrastructure,Anand,Gujarat,PM Fasal Bima Yojana,C046,low,3,1220.28,1185.41,1162.17,1024.28,137.89,11.86,0.8814,0,63,normal,0,green
REC07097,2024,6,2,Health,Surat,Gujarat,Jal Jeevan Mission,C038,medium,1,100.81,97.93,96.01,102.68,6.67,6.95,1.0695,1,53,warning,1,yellow
REC08947,2022,2,1,Education,Nagpur,Maharashtra,PM Gram Sadak Yojana,C004,low,2,408.81,397.13,389.34,559.58,170.24,43.73,1.4373,1,36,anomaly_over,2,red
REC04788,2023,2,1,Agriculture,Surat,Gujarat,PM Fasal Bima Yojana,C028,low,1,201.94,196.17,192.32,149.31,43.01,22.36,0.7764,0,63,normal,0,green
REC04581,2022,6,2,Sanitation,Ahmedabad,Gujarat,PM Awas Yojana,C081,low,1,99.81,96.96,95.06,87.6,7.46,7.85,0.9215,0,73,normal,0,green
REC09333,2024,8,3,Infrastructure,Mumbai,Maharashtra,PM Fasal Bima Yojana,C075,low,1,1070.06,1039.48,1019.1,290.28,728.82,71.52,0.2848,0,10,anomaly_under,2,red
REC09540,2023,6,2,Agriculture,Bharuch,Gujarat,PM Gram Sadak Yojana,C015,medium,3,156.25,151.79,148.81,46.23,102.58,68.93,0.3107,0,10,anomaly_under,2,red
REC08719,2021,8,3,Health,Dahanu,Maharashtra,PM Fasal Bima Yojana,C010,low,3,89.39,86.83,85.13,113.65,28.52,33.5,1.335,1,49,anomaly_over,2,red
REC08390,2024,7,3,Housing,Nagpur,Maharashtra,PM Awas Yojana,C058,medium,2,810.78,787.61,772.17,819.07,46.9,6.07,1.0607,1,52,warning,1,yellow
REC02835,2024,4,2,Infrastructure,Mumbai,Maharashtra,Swachh Bharat Mission,C069,medium,1,1182.89,1149.09,1126.56,1001.52,125.04,11.1,0.889,0,84,normal,0,green
REC08960,2021,7,3,Housing,Surat,Gujarat,Jal Jeevan Mission,C019,medium,1,630.04,612.04,600.04,861.79,261.75,43.62,1.4362,1,33,anomaly_over,2,red
REC03450,2021,7,3,Education,Nandurbar,Maharashtra,Ayushman Bharat,C068,medium,3,176.43,171.39,168.03,152.16,15.87,9.44,0.9056,0,85,normal,0,green
REC08660,2022,4,2,Health,Pune,Maharashtra,PM Fasal Bima Yojana,C067,low,1,521.4,506.5,496.57,722.4,225.83,45.48,1.4548,1,46,anomaly_over,2,red
REC04437,2023,10,4,Health,Pune,Maharashtra,PM Gram Sadak Yojana,C015,medium,1,374.17,363.48,356.35,306.44,49.91,14.01,0.8599,0,62,normal,0,green
REC04446,2024,5,2,Education,Nandurbar,Maharashtra,Ayushman Bharat,C092,medium,3,186.69,181.36,177.8,156.37,21.43,12.05,0.8795,0,74,normal,0,green
REC08264,2024,5,2,Infrastructure,Nandurbar,Maharashtra,PM Awas Yojana,C071,low,3,1437.66,1396.58,1369.2,1525.69,156.49,11.43,1.1143,1,43,warning,1,yellow
REC00730,2022,1,1,Housing,Nagpur,Maharashtra,Ayushman Bharat,C032,medium,2,463.95,450.7,441.86,342.97,98.89,22.38,0.7762,0,93,normal,0,green
REC09363,2022,5,2,Health,Rajkot,Gujarat,Ayushman Bharat,C095,low,2,202.07,196.3,192.45,82.18,110.27,57.3,0.427,0,15,anomaly_under,2,red
REC06483,2021,9,3,Housing,Anand,Gujarat,Jal Jeevan Mission,C082,low,3,253.59,246.34,241.51,219.73,21.78,9.02,0.9098,0,94,normal,0,green
REC08881,2022,11,4,Infrastructure,Bharuch,Gujarat,Swachh Bharat Mission,C100,low,3,564.4,548.27,537.52,625.85,88.33,16.43,1.1643,1,51,anomaly_over,2,red
REC01457,2021,12,4,Infrastructure,Raigad,Maharashtra,Ayushman Bharat,C028,low,3,125.48,121.89,119.5,87.05,32.45,27.15,0.7285,0,72,normal,0,green
REC03348,2022,9,3,Infrastructure,Anand,Gujarat,PM Fasal Bima Yojana,C057,high,3,175.94,170.91,167.56,118.19,49.37,29.46,0.7054,0,79,normal,0,green
REC09914,2024,2,1,Health,Dahanu,Maharashtra,MGNREGA,C018,low,3,164.38,159.68,156.55,24.16,132.39,84.57,0.1543,0,25,anomaly_under,2,red
REC06084,2022,10,4,Agriculture,Dahanu,Maharashtra,PM Awas Yojana,C092,medium,3,119.36,115.95,113.68,86.79,26.89,23.65,0.7635,0,77,normal,0,green
REC01786,2022,5,2,Housing,Anand,Gujarat,PM Fasal Bima Yojana,C061,low,3,391.84,380.64,373.18,338.14,35.04,9.39,0.9061,0,84,normal,0,green
REC03816,2021,8,3,Agriculture,Bharuch,Gujarat,MGNREGA,C063,medium,3,72.43,70.36,68.98,47.97,21.01,30.46,0.6954,0,72,normal,0,green
REC00948,2024,1,1,Health,Rajkot,Gujarat,Ayushman Bharat,C043,low,2,224.25,217.84,213.57,201.44,12.13,5.68,0.9432,0,70,normal,0,green
REC06925,2021,9,3,Housing,Anand,Gujarat,PM Gram Sadak Yojana,C096,medium,3,411.25,399.5,391.67,310.51,81.16,20.72,0.7928,0,72,normal,0,green
REC03411,2021,10,4,Infrastructure,Surat,Gujarat,PM Gram Sadak Yojana,C073,low,1,3574.91,3472.77,3404.68,2888.06,516.62,15.17,0.8483,0,73,normal,0,green
REC09503,2024,5,2,Infrastructure,Bharuch,Gujarat,PM Gram Sadak Yojana,C011,low,3,1460.15,1418.43,1390.62,441.99,948.63,68.22,0.3178,0,27,anomaly_under,2,red
REC07386,2021,5,2,Agriculture,Dahanu,Maharashtra,Ayushman Bharat,C057,high,3,109.96,106.81,104.72,115.05,10.33,9.86,1.0986,1,49,warning,1,yellow
REC06268,2022,10,4,Infrastructure,Nagpur,Maharashtra,Sarva Shiksha Abhiyan,C002,medium,2,1028.59,999.2,979.61,748.81,230.8,23.56,0.7644,0,84,normal,0,green
REC08346,2022,4,2,Infrastructure,Nagpur,Maharashtra,Jal Jeevan Mission,C034,low,2,716.84,696.35,682.7,422.19,260.51,38.16,0.6184,0,63,warning,1,yellow
REC07870,2022,1,1,Housing,Nashik,Maharashtra,MGNREGA,C031,low,2,676.75,657.41,644.52,413.35,231.17,35.87,0.6413,0,56,warning,1,yellow
REC03678,2022,3,1,Infrastructure,Nagpur,Maharashtra,Ayushman Bharat,C038,medium,2,2047.5,1989.0,1950.0,1554.64,395.36,20.27,0.7973,0,72,normal,0,green
REC00768,2024,9,3,Infrastructure,Anand,Gujarat,PM Gram Sadak Yojana,C100,low,3,1022.82,993.59,974.11,768.15,205.96,21.14,0.7886,0,92,normal,0,green
REC02113,2024,9,3,Agriculture,Mumbai,Maharashtra,Swachh Bharat Mission,C050,medium,1,406.8,395.18,387.43,239.83,147.6,38.1,0.619,0,74,normal,0,green
REC04400,2021,4,2,Infrastructure,Nagpur,Maharashtra,PM Fasal Bima Yojana,C072,medium,2,1605.42,1559.55,1528.97,1248.83,280.14,18.32,0.8168,0,81,normal,0,green
REC09692,2023,6,2,Sanitation,Anand,Gujarat,Swachh Bharat Mission,C058,medium,3,74.14,72.02,70.61,34.26,36.35,51.48,0.4852,0,29,anomaly_under,2,red
REC07904,2024,8,3,Agriculture,Raigad,Maharashtra,PM Gram Sadak Yojana,C066,low,3,161.33,156.72,153.65,166.53,12.88,8.38,1.0838,1,45,warning,1,yellow
REC09813,2024,1,1,Sanitation,Ahmedabad,Gujarat,PM Awas Yojana,C093,medium,1,252.95,245.72,240.9,63.57,177.33,73.61,0.2639,0,17,anomaly_under,2,red
REC07125,2023,8,3,Housing,Bharuch,Gujarat,PM Awas Yojana,C016,medium,3,339.78,330.07,323.6,344.45,20.85,6.44,1.0644,1,66,warning,1,yellow
REC01844,2023,6,2,Sanitation,Raigad,Maharashtra,MGNREGA,C085,low,3,43.98,42.73,41.89,40.43,1.46,3.49,0.9651,0,76,normal,0,green
REC03852,2022,12,4,Housing,Nandurbar,Maharashtra,PM Awas Yojana,C006,low,3,97.72,94.93,93.07,83.44,9.63,10.35,0.8965,0,74,normal,0,green
REC07377,2021,3,1,Education,Pune,Maharashtra,PM Gram Sadak Yojana,C066,low,1,335.75,326.16,319.76,357.1,37.34,11.68,1.1168,1,41,warning,1,yellow
REC00194,2021,5,2,Health,Nashik,Maharashtra,Jal Jeevan Mission,C060,high,2,111.47,108.28,106.16,87.84,18.32,17.26,0.8274,0,63,normal,0,green
REC01885,2022,8,3,Health,Surat,Gujarat,PM Fasal Bima Yojana,C061,low,1,563.51,547.41,536.68,502.78,33.9,6.32,0.9368,0,90,normal,0,green
REC02709,2022,1,1,Infrastructure,Rajkot,Gujarat,Swachh Bharat Mission,C066,low,2,944.55,917.56,899.57,698.43,201.14,22.36,0.7764,0,62,normal,0,green
REC08689,2023,8,3,Housing,Rajkot,Gujarat,Ayushman Bharat,C010,low,2,689.2,669.51,656.38,1012.65,356.27,54.28,1.5428,1,31,anomaly_over,2,red
REC05339,2022,9,3,Health,Rajkot,Gujarat,Sarva Shiksha Abhiyan,C053,low,2,342.08,332.31,325.79,298.32,27.47,8.43,0.9157,0,72,normal,0,green
REC01042,2024,5,2,Education,Palghar,Maharashtra,Jal Jeevan Mission,C010,low,3,186.03,180.71,177.17,156.11,21.06,11.89,0.8811,0,74,normal,0,green
REC07234,2024,11,4,Infrastructure,Nashik,Maharashtra,Sarva Shiksha Abhiyan,C097,medium,2,400.46,389.02,381.39,434.6,53.21,13.95,1.1395,1,69,warning,1,yellow
REC01798,2023,5,2,Agriculture,Nandurbar,Maharashtra,PM Gram Sadak Yojana,C052,low,3,60.86,59.12,57.96,35.77,22.19,38.29,0.6171,0,92,normal,0,green
REC01268,2022,6,2,Sanitation,Rajkot,Gujarat,PM Awas Yojana,C047,low,2,193.69,188.16,184.47,177.1,7.37,4.0,0.96,0,60,normal,0,green
REC08703,2023,4,2,Health,Palghar,Maharashtra,MGNREGA,C051,low,3,187.05,181.7,178.14,257.57,79.43,44.59,1.4459,1,23,anomaly_over,2,red
REC04078,2022,1,1,Agriculture,Nandurbar,Maharashtra,PM Gram Sadak Yojana,C067,low,3,36.13,35.1,34.41,30.32,4.09,11.89,0.8811,0,73,normal,0,green
REC07199,2021,12,4,Agriculture,Ahmedabad,Gujarat,PM Fasal Bima Yojana,C064,medium,1,99.18,96.35,94.46,105.99,11.53,12.21,1.1221,1,51,warning,1,yellow
REC06585,2021,1,1,Housing,Dahanu,Maharashtra,PM Fasal Bima Yojana,C007,medium,3,115.42,112.12,109.92,93.49,16.43,14.95,0.8505,0,68,normal,0,green
REC06818,2022,8,3,Education,Rajkot,Gujarat,Swachh Bharat Mission,C028,low,2,235.68,228.95,224.46,196.26,28.2,12.56,0.8744,0,78,normal,0,green
REC09525,2024,2,1,Agriculture,Rajkot,Gujarat,PM Awas Yojana,C053,low,2,206.49,200.59,196.66,38.25,158.41,80.55,0.1945,0,24,anomaly_under,2,red
REC08144,2021,6,2,Sanitation,Nagpur,Maharashtra,Jal Jeevan Mission,C053,low,2,91.85,89.23,87.48,58.43,29.05,33.21,0.6679,0,62,warning,1,yellow
REC05810,2021,6,2,Housing,Rajkot,Gujarat,PM Gram Sadak Yojana,C040,low,2,129.73,126.02,123.55,107.47,16.08,13.01,0.8699,0,94,normal,0,green
REC09743,2024,6,2,Education,Palghar,Maharashtra,Swachh Bharat Mission,C012,medium,3,120.69,117.24,114.94,49.56,65.38,56.88,0.4312,0,11,anomaly_under,2,red
REC02548,2022,7,3,Agriculture,Anand,Gujarat,Sarva Shiksha Abhiyan,C022,low,3,117.21,113.86,111.63,80.85,30.78,27.57,0.7243,0,68,normal,0,green
REC00970,2022,6,2,Agriculture,Pune,Maharashtra,Sarva Shiksha Abhiyan,C100,low,1,395.01,383.72,376.2,264.61,111.59,29.66,0.7034,0,71,normal,0,green
REC07739,2024,12,4,Housing,Nagpur,Maharashtra,Sarva Shiksha Abhiyan,C066,low,2,562.21,546.15,535.44,356.9,178.54,33.34,0.6666,0,49,warning,1,yellow
REC07155,2024,2,1,Health,Mumbai,Maharashtra,PM Fasal Bima Yojana,C084,low,1,785.56,763.11,748.15,794.74,46.59,6.23,1.0623,1,45,warning,1,yellow
REC07887,2022,7,3,Agriculture,Ahmedabad,Gujarat,Sarva Shiksha Abhiyan,C068,medium,1,124.69,121.12,118.75,129.38,10.63,8.95,1.0895,1,60,warning,1,yellow
REC01174,2021,10,4,Infrastructure,Surat,Gujarat,PM Gram Sadak Yojana,C038,medium,1,4241.61,4120.42,4039.63,3017.4,1022.23,25.31,0.7469,0,66,normal,0,green
REC03663,2021,11,4,Education,Bharuch,Gujarat,PM Fasal Bima Yojana,C071,low,3,77.97,75.75,74.26,65.46,8.8,11.85,0.8815,0,83,normal,0,green
REC09247,2022,8,3,Housing,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C007,medium,3,289.51,281.23,275.72,367.39,91.67,33.25,1.3325,1,20,anomaly_over,2,red
REC09546,2021,11,4,Agriculture,Ahmedabad,Gujarat,PM Gram Sadak Yojana,C066,low,1,453.06,440.12,431.49,82.82,348.67,80.81,0.1919,0,22,anomaly_under,2,red
REC04079,2022,9,3,Infrastructure,Mumbai,Maharashtra,PM Gram Sadak Yojana,C007,medium,1,788.67,766.13,751.11,551.02,200.09,26.64,0.7336,0,72,normal,0,green
REC08158,2024,10,4,Infrastructure,Ahmedabad,Gujarat,Jal Jeevan Mission,C099,medium,1,3175.33,3084.6,3024.12,1871.17,1152.95,38.13,0.6187,0,38,warning,1,yellow
REC09936,2022,1,1,Sanitation,Anand,Gujarat,Sarva Shiksha Abhiyan,C005,low,3,82.3,79.95,78.38,34.94,43.44,55.42,0.4458,0,14,anomaly_under,2,red
REC09163,2021,2,1,Health,Palghar,Maharashtra,Swachh Bharat Mission,C069,medium,3,31.71,30.8,30.2,38.49,8.29,27.45,1.2745,1,54,anomaly_over,2,red
REC03257,2023,2,1,Housing,Pune,Maharashtra,Jal Jeevan Mission,C089,medium,1,713.2,692.82,679.24,582.63,96.61,14.22,0.8578,0,64,normal,0,green
REC03559,2022,11,4,Housing,Raigad,Maharashtra,MGNREGA,C098,low,3,83.93,81.53,79.93,71.29,8.64,10.81,0.8919,0,79,normal,0,green
REC04011,2021,7,3,Housing,Pune,Maharashtra,PM Fasal Bima Yojana,C069,medium,1,643.58,625.19,612.93,546.93,66.0,10.77,0.8923,0,82,normal,0,green
REC04063,2021,10,4,Health,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C011,low,3,230.18,223.6,219.22,195.9,23.32,10.64,0.8936,0,88,normal,0,green
REC08601,2022,5,2,Education,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C090,low,3,88.91,86.37,84.68,111.49,26.81,31.66,1.3166,1,54,anomaly_over,2,red
REC08750,2021,4,2,Infrastructure,Vadodara,Gujarat,PM Fasal Bima Yojana,C077,low,2,2455.1,2384.95,2338.19,3341.95,1003.76,42.93,1.4293,1,52,anomaly_over,2,red
REC08939,2022,10,4,Housing,Raigad,Maharashtra,Swachh Bharat Mission,C022,low,3,170.37,165.51,162.26,202.6,40.34,24.86,1.2486,1,54,anomaly_over,2,red
REC03183,2022,5,2,Agriculture,Palghar,Maharashtra,Swachh Bharat Mission,C024,low,3,118.2,114.82,112.57,80.91,31.66,28.12,0.7188,0,73,normal,0,green
REC00284,2022,1,1,Housing,Rajkot,Gujarat,PM Awas Yojana,C020,medium,2,480.95,467.21,458.05,367.4,90.65,19.79,0.8021,0,77,normal,0,green
REC08818,2022,8,3,Health,Nandurbar,Maharashtra,PM Awas Yojana,C057,high,3,145.37,141.22,138.45,192.58,54.13,39.1,1.391,1,43,anomaly_over,2,red
REC08086,2021,1,1,Education,Bharuch,Gujarat,PM Awas Yojana,C077,low,3,128.78,125.1,122.65,130.11,7.46,6.08,1.0608,1,43,warning,1,yellow
REC07569,2024,6,2,Housing,Pune,Maharashtra,PM Fasal Bima Yojana,C017,low,1,242.88,235.94,231.31,262.13,30.82,13.32,1.1332,1,63,warning,1,yellow
REC04822,2021,9,3,Housing,Rajkot,Gujarat,Jal Jeevan Mission,C023,high,2,128.92,125.24,122.78,99.56,23.22,18.91,0.8109,0,67,normal,0,green
REC06873,2024,3,1,Agriculture,Pune,Maharashtra,PM Gram Sadak Yojana,C071,low,1,415.43,403.56,395.65,272.29,123.36,31.18,0.6882,0,83,normal,0,green
REC01642,2022,8,3,Agriculture,Anand,Gujarat,Sarva Shiksha Abhiyan,C083,medium,3,179.3,174.18,170.76,124.23,46.53,27.25,0.7275,0,68,normal,0,green
REC07623,2024,5,2,Education,Nagpur,Maharashtra,Jal Jeevan Mission,C032,medium,2,401.99,390.51,382.85,418.84,35.99,9.4,1.094,1,37,warning,1,yellow
REC01121,2024,8,3,Health,Palghar,Maharashtra,Swachh Bharat Mission,C036,low,3,109.16,106.04,103.96,87.39,16.57,15.94,0.8406,0,79,normal,0,green
REC07158,2023,2,1,Education,Pune,Maharashtra,MGNREGA,C045,medium,1,261.39,253.92,248.94,185.54,63.4,25.47,0.7453,0,65,warning,1,yellow
REC03023,2023,7,3,Sanitation,Raigad,Maharashtra,Jal Jeevan Mission,C028,low,3,52.78,51.28,50.27,47.88,2.39,4.75,0.9525,0,86,normal,0,green
REC07144,2024,2,1,Agriculture,Palghar,Maharashtra,Swachh Bharat Mission,C050,medium,3,118.26,114.88,112.63,129.17,16.54,14.69,1.1469,1,60,warning,1,yellow
REC02255,2021,4,2,Sanitation,Anand,Gujarat,Sarva Shiksha Abhiyan,C064,medium,3,106.93,103.88,101.84,83.29,18.55,18.21,0.8179,0,93,normal,0,green
REC01704,2021,6,2,Education,Raigad,Maharashtra,PM Gram Sadak Yojana,C082,low,3,237.12,230.35,225.83,196.22,29.61,13.11,0.8689,0,94,normal,0,green
REC08447,2022,3,1,Infrastructure,Raigad,Maharashtra,PM Awas Yojana,C081,low,3,88.86,86.32,84.63,88.91,4.28,5.06,1.0506,1,67,warning,1,yellow
REC08136,2021,8,3,Education,Nagpur,Maharashtra,Swachh Bharat Mission,C096,medium,2,363.74,353.35,346.42,377.93,31.51,9.1,1.091,1,53,warning,1,yellow
REC06704,2021,10,4,Sanitation,Ahmedabad,Gujarat,Ayushman Bharat,C019,medium,1,127.11,123.48,121.06,110.38,10.68,8.82,0.9118,0,66,normal,0,green
REC07956,2024,8,3,Education,Raigad,Maharashtra,Swachh Bharat Mission,C088,low,3,108.24,105.15,103.09,118.23,15.14,14.69,1.1469,1,60,warning,1,yellow
REC01853,2024,4,2,Infrastructure,Dahanu,Maharashtra,PM Gram Sadak Yojana,C047,low,3,616.91,599.28,587.53,427.02,160.51,27.32,0.7268,0,76,normal,0,green
REC04504,2021,2,1,Infrastructure,Nandurbar,Maharashtra,Jal Jeevan Mission,C014,high,3,886.84,861.5,844.61,725.56,119.05,14.1,0.859,0,88,normal,0,green
REC09394,2023,12,4,Education,Nagpur,Maharashtra,Ayushman Bharat,C037,medium,2,391.93,380.74,373.27,159.86,213.41,57.17,0.4283,0,15,anomaly_under,2,red
REC02547,2024,12,4,Infrastructure,Rajkot,Gujarat,Jal Jeevan Mission,C071,low,2,1690.98,1642.67,1610.46,1400.81,209.65,13.02,0.8698,0,93,normal,0,green
REC04668,2021,3,1,Housing,Vadodara,Gujarat,PM Awas Yojana,C095,low,2,478.28,464.61,455.5,383.96,71.54,15.71,0.8429,0,84,normal,0,green
REC04901,2021,11,4,Sanitation,Raigad,Maharashtra,Ayushman Bharat,C051,low,3,78.7,76.45,74.95,67.68,7.27,9.7,0.903,0,62,normal,0,green
REC06200,2023,1,1,Sanitation,Raigad,Maharashtra,Swachh Bharat Mission,C045,medium,3,115.81,112.51,110.3,101.94,8.36,7.58,0.9242,0,76,normal,0,green
REC05625,2022,5,2,Agriculture,Vadodara,Gujarat,PM Gram Sadak Yojana,C054,high,2,120.31,116.87,114.58,69.21,45.37,39.6,0.604,0,91,normal,0,green
REC04393,2024,12,4,Health,Pune,Maharashtra,PM Gram Sadak Yojana,C018,low,1,280.73,272.71,267.36,249.73,17.63,6.59,0.9341,0,76,normal,0,green
REC05378,2022,5,2,Agriculture,Dahanu,Maharashtra,Swachh Bharat Mission,C063,medium,3,63.13,61.32,60.12,46.4,13.72,22.82,0.7718,0,87,normal,0,green
REC05171,2023,12,4,Housing,Mumbai,Maharashtra,Sarva Shiksha Abhiyan,C091,low,1,352.43,342.36,335.65,253.78,81.87,24.39,0.7561,0,90,normal,0,green
REC00626,2021,4,2,Agriculture,Raigad,Maharashtra,MGNREGA,C091,low,3,160.38,155.79,152.74,103.72,49.02,32.09,0.6791,0,62,normal,0,green
REC09010,2024,7,3,Agriculture,Rajkot,Gujarat,PM Awas Yojana,C024,low,2,196.02,190.42,186.69,217.19,30.5,16.34,1.1634,1,25,anomaly_over,2,red
REC09725,2021,12,4,Housing,Raigad,Maharashtra,Jal Jeevan Mission,C063,medium,3,376.75,365.99,358.81,41.2,317.61,88.52,0.1148,0,26,anomaly_under,2,red
REC01550,2022,12,4,Housing,Bharuch,Gujarat,PM Awas Yojana,C084,low,3,77.39,75.17,73.7,59.79,13.91,18.87,0.8113,0,87,normal,0,green
REC02517,2022,1,1,Agriculture,Nagpur,Maharashtra,PM Fasal Bima Yojana,C046,low,2,268.77,261.09,255.97,208.06,47.91,18.72,0.8128,0,90,normal,0,green
REC04876,2021,3,1,Infrastructure,Vadodara,Gujarat,Sarva Shiksha Abhiyan,C062,low,2,990.37,962.07,943.21,790.2,153.01,16.22,0.8378,0,81,normal,0,green
REC06043,2022,6,2,Education,Anand,Gujarat,PM Gram Sadak Yojana,C091,low,3,34.02,33.05,32.4,28.04,4.36,13.46,0.8654,0,84,normal,0,green
REC00612,2021,8,3,Education,Nashik,Maharashtra,Sarva Shiksha Abhiyan,C042,low,2,117.31,113.95,111.72,104.39,7.33,6.56,0.9344,0,77,normal,0,green
REC01827,2024,4,2,Housing,Rajkot,Gujarat,Ayushman Bharat,C051,low,2,492.31,478.25,468.87,445.2,23.67,5.05,0.9495,0,72,normal,0,green
REC00006,2023,1,1,Education,Bharuch,Gujarat,Jal Jeevan Mission,C045,medium,3,147.62,143.4,140.59,135.63,4.96,3.53,0.9647,0,63,normal,0,green
REC09227,2022,3,1,Education,Dahanu,Maharashtra,PM Gram Sadak Yojana,C087,low,3,228.89,222.35,217.99,295.75,77.76,35.67,1.3567,1,40,anomaly_over,2,red
REC04056,2021,8,3,Sanitation,Nagpur,Maharashtra,PM Awas Yojana,C033,low,2,171.42,166.53,163.26,151.82,11.44,7.01,0.9299,0,88,normal,0,green
REC08731,2024,5,2,Sanitation,Ahmedabad,Gujarat,Swachh Bharat Mission,C007,medium,1,272.87,265.08,259.88,308.07,48.19,18.54,1.1854,1,36,anomaly_over,2,red
