record_id,year,month,quarter,department,district,state,scheme,contractor_id,contractor_risk,district_tier,centre_released,state_allocated,district_allocated,contractor_paid,diff_amount,diff_percent,spending_ratio,is_overspend,completion_pct,label_type,label,risk_level
REC00872,2024,6,2,Education,Nashik,Maharashtra,PM Gram Sadak Yojana,C001,low,2,330.16,320.73,314.44,293.22,21.22,6.75,0.9325,0,77,normal,0,green
REC08395,2021,1,1,Infrastructure,Nashik,Maharashtra,Swachh Bharat Mission,C055,low,2,472.85,459.34,450.33,477.68,27.35,6.07,1.0607,1,65,warning,1,yellow
REC02648,2024,11,4,Health,Dahanu,Maharashtra,Swachh Bharat Mission,C001,low,3,50.19,48.76,47.8,44.05,3.75,7.85,0.9215,0,61,normal,0,green
REC08133,2024,7,3,Housing,Bharuch,Gujarat,Sarva Shiksha Abhiyan,C054,high,3,487.02,473.11,463.83,285.2,178.63,38.51,0.6149,0,61,warning,1,yellow
REC07122,2024,6,2,Education,Ahmedabad,Gujarat,Ayushman Bharat,C094,low,1,340.49,330.77,324.28,344.94,20.66,6.37,1.0637,1,67,warning,1,yellow
REC09639,2022,10,4,Education,Nandurbar,Maharashtra,Ayushman Bharat,C085,low,3,59.6,57.9,56.76,22.69,34.07,60.02,0.3998,0,22,anomaly_under,2,red
REC02177,2022,8,3,Sanitation,Nashik,Maharashtra,PM Awas Yojana,C077,low,2,124.12,120.57,118.21,113.03,5.18,4.38,0.9562,0,76,normal,0,green
REC00893,2021,1,1,Infrastructure,Nagpur,Maharashtra,PM Fasal Bima Yojana,C088,low,2,1833.77,1781.38,1746.45,1407.76,338.69,19.39,0.8061,0,87,normal,0,green
REC04647,2021,6,2,Housing,Surat,Gujarat,PM Gram Sadak Yojana,C043,low,1,750.47,729.02,714.73,660.92,53.81,7.53,0.9247,0,88,normal,0,green
REC02830,2024,7,3,Housing,Palghar,Maharashtra,Sarva Shiksha Abhiyan,C003,low,3,500.89,486.58,477.04,359.88,117.16,24.56,0.7544,0,84,normal,0,green
REC04763,2021,4,2,Health,Dahanu,Maharashtra,Jal Jeevan Mission,C059,low,3,243.14,236.19,231.56,202.69,28.87,12.47,0.8753,0,81,normal,0,green
REC09885,2022,11,4,Agriculture,Nagpur,Maharashtra,Swachh Bharat Mission,C088,low,2,242.73,235.79,231.17,29.82,201.35,87.1,0.129,0,14,anomaly_under,2,red
REC09152,2024,6,2,Agriculture,Nandurbar,Maharashtra,Swachh Bharat Mission,C004,low,3,55.17,53.59,52.54,66.44,13.9,26.46,1.2646,1,51,anomaly_over,2,red
REC03268,2024,3,1,Sanitation,Anand,Gujarat,PM Gram Sadak Yojana,C088,low,3,108.86,105.75,103.68,86.96,16.72,16.13,0.8387,0,61,normal,0,green
REC09942,2021,9,3,Health,Surat,Gujarat,PM Gram Sadak Yojana,C042,low,1,757.64,735.99,721.56,96.17,625.39,86.67,0.1333,0,14,anomaly_under,2,red
REC03964,2024,1,1,Health,Palghar,Maharashtra,MGNREGA,C097,medium,3,203.37,197.56,193.69,169.18,24.51,12.65,0.8735,0,77,normal,0,green
REC05302,2024,7,3,Agriculture,Pune,Maharashtra,Ayushman Bharat,C010,low,1,283.01,274.92,269.53,173.42,96.11,35.66,0.6434,0,89,normal,0,green
REC00900,2022,6,2,Health,Vadodara,Gujarat,PM Fasal Bima Yojana,C071,low,2,64.88,63.03,61.79,55.29,6.5,10.52,0.8948,0,62,normal,0,green
REC00905,2021,8,3,Housing,Mumbai,Maharashtra,Sarva Shiksha Abhiyan,C083,medium,1,860.0,835.43,819.05,639.34,179.71,21.94,0.7806,0,73,normal,0,green
REC08457,2023,8,3,Health,Nashik,Maharashtra,PM Fasal Bima Yojana,C080,medium,2,201.5,195.74,191.9,210.26,18.36,9.57,1.0957,1,54,warning,1,yellow
REC06030,2021,8,3,Health,Rajkot,Gujarat,Swachh Bharat Mission,C006,low,2,177.81,172.73,169.34,148.32,21.02,12.41,0.8759,0,80,normal,0,green
REC02199,2023,1,1,Education,Bharuch,Gujarat,Sarva Shiksha Abhiyan,C053,low,3,134.98,131.12,128.55,116.64,11.91,9.26,0.9074,0,84,normal,0,green
REC07126,2021,1,1,Education,Pune,Maharashtra,PM Fasal Bima Yojana,C016,medium,1,336.35,326.74,320.33,355.08,34.75,10.85,1.1085,1,54,warning,1,yellow
REC09459,2024,6,2,Housing,Nagpur,Maharashtra,Sarva Shiksha Abhiyan,C007,medium,2,536.74,521.4,511.18,83.93,427.25,83.58,0.1642,0,10,anomaly_under,2,red
REC03041,2023,2,1,Infrastructure,Vadodara,Gujarat,Jal Jeevan Mission,C090,low,2,596.53,579.48,568.12,426.81,141.31,24.87,0.7513,0,92,normal,0,green
REC05845,2024,11,4,Health,Nandurbar,Maharashtra,PM Gram Sadak Yojana,C052,low,3,290.73,282.43,276.89,229.98,46.91,16.94,0.8306,0,60,normal,0,green
REC08494,2024,1,1,Infrastructure,Mumbai,Maharashtra,PM Gram Sadak Yojana,C033,low,1,3622.51,3519.01,3450.01,2060.79,1389.22,40.27,0.5973,0,44,warning,1,yellow
REC04147,2024,10,4,Health,Vadodara,Gujarat,PM Awas Yojana,C029,low,2,128.67,124.99,122.54,114.64,7.9,6.45,0.9355,0,77,normal,0,green
REC04778,2021,1,1,Agriculture,Nashik,Maharashtra,Ayushman Bharat,C016,medium,2,218.0,211.77,207.62,144.47,63.15,30.42,0.6958,0,60,normal,0,green
REC09664,2022,11,4,Health,Raigad,Maharashtra,PM Gram Sadak Yojana,C030,low,3,135.34,131.48,128.9,18.57,110.33,85.59,0.1441,0,21,anomaly_under,2,red
REC02864,2021,11,4,Agriculture,Vadodara,Gujarat,Swachh Bharat Mission,C090,low,2,74.62,72.49,71.07,60.76,10.31,14.51,0.8549,0,90,normal,0,green
REC03056,2023,3,1,Health,Palghar,Maharashtra,Jal Jeevan Mission,C094,low,3,57.32,55.68,54.59,46.26,8.33,15.26,0.8474,0,85,normal,0,green
REC05628,2021,8,3,Sanitation,Rajkot,Gujarat,PM Awas Yojana,C048,medium,2,176.88,171.83,168.46,159.34,9.12,5.41,0.9459,0,89,normal,0,green
REC02713,2024,11,4,Housing,Surat,Gujarat,PM Fasal Bima Yojana,C081,low,1,895.78,870.18,853.12,717.99,135.13,15.84,0.8416,0,64,normal,0,green
REC06600,2024,2,1,Health,Dahanu,Maharashtra,Swachh Bharat Mission,C060,high,3,51.82,50.34,49.35,45.07,4.28,8.67,0.9133,0,73,normal,0,green
REC03401,2021,12,4,Infrastructure,Nandurbar,Maharashtra,Swachh Bharat Mission,C040,low,3,1345.32,1306.89,1281.26,1019.52,261.74,20.43,0.7957,0,76,normal,0,green
REC03843,2022,10,4,Health,Nandurbar,Maharashtra,Swachh Bharat Mission,C072,medium,3,291.32,283.0,277.45,260.79,16.66,6.0,0.94,0,83,normal,0,green
REC00033,2021,9,3,Sanitation,Raigad,Maharashtra,Swachh Bharat Mission,C001,low,3,104.49,101.5,99.51,81.31,18.2,18.29,0.8171,0,76,normal,0,green
REC04901,2021,11,4,Sanitation,Raigad,Maharashtra,Ayushman Bharat,C051,low,3,78.7,76.45,74.95,67.68,7.27,9.7,0.903,0,62,normal,0,green
REC06139,2021,8,3,Sanitation,Palghar,Maharashtra,Ayushman Bharat,C049,low,3,93.73,91.06,89.27,83.15,6.12,6.86,0.9314,0,64,normal,0,green
REC04947,2024,3,1,Agriculture,Nagpur,Maharashtra,PM Gram Sadak Yojana,C056,low,2,251.59,244.4,239.61,194.77,44.84,18.71,0.8129,0,61,normal,0,green
REC07749,2024,7,3,Agriculture,Bharuch,Gujarat,PM Awas Yojana,C093,medium,3,26.87,26.1,25.59,29.06,3.47,13.56,1.1356,1,64,warning,1,yellow
REC02136,2022,11,4,Agriculture,Dahanu,Maharashtra,MGNREGA,C001,low,3,154.55,150.13,147.19,122.19,25.0,16.98,0.8302,0,62,normal,0,green
REC07391,2021,6,2,Sanitation,Dahanu,Maharashtra,Sarva Shiksha Abhiyan,C005,low,3,107.46,104.39,102.34,115.26,12.92,12.62,1.1262,1,44,warning,1,yellow
REC06426,2023,1,1,Education,Nandurbar,Maharashtra,MGNREGA,C082,low,3,170.46,165.59,162.34,152.91,9.43,5.81,0.9419,0,82,normal,0,green
REC05011,2023,10,4,Infrastructure,Nagpur,Maharashtra,Jal Jeevan Mission,C015,medium,2,658.27,639.46,626.92,540.32,86.6,13.81,0.8619,0,72,normal,0,green
REC04873,2021,10,4,Health,Surat,Gujarat,Ayushman Bharat,C064,medium,1,378.3,367.5,360.29,308.31,51.98,14.43,0.8557,0,79,normal,0,green
REC00556,2024,8,3,Housing,Ahmedabad,Gujarat,MGNREGA,C043,low,1,746.92,725.58,711.35,654.13,57.22,8.04,0.9196,0,62,normal,0,green
REC06459,2022,11,4,Infrastructure,Bharuch,Gujarat,MGNREGA,C087,low,3,1369.2,1330.08,1304.0,1061.46,242.54,18.6,0.814,0,74,normal,0,green
REC05155,2024,5,2,Agriculture,Nagpur,Maharashtra,PM Gram Sadak Yojana,C095,low,2,102.24,99.32,97.37,85.38,11.99,12.31,0.8769,0,82,normal,0,green
REC02694,2021,3,1,Health,Ahmedabad,Gujarat,Jal Jeevan Mission,C091,low,1,392.33,381.12,373.65,329.06,44.59,11.93,0.8807,0,60,normal,0,green
REC07284,2023,1,1,Health,Nagpur,Maharashtra,Ayushman Bharat,C089,medium,2,179.53,174.4,170.98,186.74,15.76,9.22,1.0922,1,62,warning,1,yellow
REC02776,2021,12,4,Education,Dahanu,Maharashtra,Sarva Shiksha Abhiyan,C035,medium,3,230.99,224.39,219.99,206.48,13.51,6.14,0.9386,0,89,normal,0,green
REC03836,2022,1,1,Infrastructure,Pune,Maharashtra,PM Fasal Bima Yojana,C046,low,1,305.16,296.44,290.63,216.23,74.4,25.6,0.744,0,86,normal,0,green
REC09746,2022,6,2,Infrastructure,Nagpur,Maharashtra,PM Awas Yojana,C009,low,2,1202.33,1167.98,1145.08,457.61,687.47,60.04,0.3996,0,11,anomaly_under,2,red
REC07851,2022,3,1,Housing,Vadodara,Gujarat,Swachh Bharat Mission,C069,medium,2,199.56,193.86,190.06,201.48,11.42,6.01,1.0601,1,43,warning,1,yellow
REC04546,2022,8,3,Housing,Surat,Gujarat,Sarva Shiksha Abhiyan,C100,low,1,199.45,193.75,189.95,165.79,24.16,12.72,0.8728,0,75,normal,0,green
REC05842,2023,7,3,Agriculture,Nashik,Maharashtra,PM Fasal Bima Yojana,C046,low,2,136.63,132.72,130.12,86.49,43.63,33.53,0.6647,0,73,normal,0,green
REC08955,2024,10,4,Sanitation,Nandurbar,Maharashtra,Ayushman Bharat,C074,medium,3,52.58,51.08,50.08,78.28,28.2,56.31,1.5631,1,48,anomaly_over,2,red
REC01099,2024,9,3,Education,Surat,Gujarat,Jal Jeevan Mission,C019,medium,1,287.7,279.48,274.0,263.35,10.65,3.89,0.9611,0,71,normal,0,green
REC02725,2022,12,4,Health,Mumbai,Maharashtra,PM Awas Yojana,C094,low,1,130.46,126.73,124.25,105.27,18.98,15.28,0.8472,0,92,normal,0,green
REC06359,2022,5,2,Infrastructure,Nashik,Maharashtra,Jal Jeevan Mission,C008,medium,2,2938.48,2854.52,2798.55,2542.6,255.95,9.15,0.9085,0,75,normal,0,green
REC01004,2023,2,1,Infrastructure,Raigad,Maharashtra,Sarva Shiksha Abhiyan,C098,low,3,826.91,803.28,787.53,700.94,86.59,11.0,0.89,0,90,normal,0,green
REC09575,2021,10,4,Education,Vadodara,Gujarat,PM Awas Yojana,C100,low,2,238.12,231.32,226.78,46.64,180.14,79.43,0.2057,0,12,anomaly_under,2,red
REC02074,2023,10,4,Housing,Vadodara,Gujarat,PM Gram Sadak Yojana,C050,medium,2,141.17,137.14,134.45,113.4,21.05,15.66,0.8434,0,61,normal,0,green
REC07712,2023,8,3,Health,Nandurbar,Maharashtra,PM Gram Sadak Yojana,C099,medium,3,111.3,108.12,106.0,118.38,12.38,11.68,1.1168,1,45,warning,1,yellow
REC09447,2022,10,4,Housing,Vadodara,Gujarat,PM Fasal Bima Yojana,C049,low,2,493.43,479.33,469.93,184.4,285.53,60.76,0.3924,0,18,anomaly_under,2,red
REC05736,2021,11,4,Infrastructure,Nandurbar,Maharashtra,PM Awas Yojana,C012,medium,3,966.07,938.47,920.07,800.03,120.04,13.05,0.8695,0,60,normal,0,green
REC09038,2022,12,4,Agriculture,Nashik,Maharashtra,MGNREGA,C036,low,2,130.58,126.85,124.36,167.74,43.38,34.88,1.3488,1,35,anomaly_over,2,red
REC06133,2023,4,2,Education,Nagpur,Maharashtra,Swachh Bharat Mission,C013,medium,2,106.8,103.74,101.71,89.85,11.86,11.66,0.8834,0,63,normal,0,green
REC08343,2022,11,4,Education,Pune,Maharashtra,PM Gram Sadak Yojana,C074,medium,1,96.26,93.51,91.68,96.44,4.76,5.19,1.0519,1,61,warning,1,yellow
REC00041,2024,1,1,Education,Rajkot,Gujarat,PM Gram Sadak Yojana,C017,low,2,45.31,44.01,43.15,38.78,4.37,10.13,0.8987,0,85,normal,0,green
REC04067,2022,8,3,Sanitation,Palghar,Maharashtra,PM Fasal Bima Yojana,C053,low,3,80.03,77.74,76.22,69.02,7.2,9.45,0.9055,0,68,normal,0,green
REC03955,2022,12,4,Housing,Nashik,Maharashtra,Jal Jeevan Mission,C097,medium,2,468.16,454.79,445.87,364.24,81.63,18.31,0.8169,0,87,normal,0,green
REC01682,2021,2,1,Sanitation,Raigad,Maharashtra,PM Awas Yojana,C097,medium,3,37.56,36.49,35.77,31.09,4.68,13.08,0.8692,0,83,normal,0,green
REC02325,2023,2,1,Housing,Nagpur,Maharashtra,PM Gram Sadak Yojana,C014,high,2,422.39,410.33,402.28,327.72,74.56,18.53,0.8147,0,73,normal,0,green
REC05813,2022,6,2,Sanitation,Vadodara,Gujarat,PM Awas Yojana,C097,medium,2,120.1,116.67,114.38,109.99,4.39,3.84,0.9616,0,79,normal,0,green
REC06091,2021,8,3,Sanitation,Pune,Maharashtra,Ayushman Bharat,C055,low,1,147.17,142.96,140.16,132.6,7.56,5.39,0.9461,0,64,normal,0,green
REC09703,2022,12,4,Agriculture,Dahanu,Maharashtra,Swachh Bharat Mission,C053,low,3,81.49,79.16,77.61,32.19,45.42,58.52,0.4148,0,5,anomaly_under,2,red
REC00967,2022,12,4,Health,Surat,Gujarat,MGNREGA,C004,low,1,590.81,573.93,562.68,499.54,63.14,11.22,0.8878,0,67,normal,0,green
REC02737,2024,11,4,Housing,Surat,Gujarat,Sarva Shiksha Abhiyan,C088,low,1,860.58,835.99,819.6,686.75,132.85,16.21,0.8379,0,79,normal,0,green
REC05005,2024,3,1,Education,Nandurbar,Maharashtra,MGNREGA,C026,medium,3,243.84,236.87,232.23,211.41,20.82,8.97,0.9103,0,62,normal,0,green
REC06904,2023,9,3,Housing,Bharuch,Gujarat,Jal Jeevan Mission,C095,low,3,369.48,358.93,351.89,267.2,84.69,24.07,0.7593,0,76,normal,0,green
REC06492,2022,8,3,Agriculture,Rajkot,Gujarat,Ayushman Bharat,C090,low,2,116.25,112.92,110.71,77.91,32.8,29.63,0.7037,0,81,normal,0,green
REC08110,2021,9,3,Education,Bharuch,Gujarat,Jal Jeevan Mission,C036,low,3,175.49,170.47,167.13,186.25,19.12,11.44,1.1144,1,51,warning,1,yellow
REC03598,2023,4,2,Housing,Pune,Maharashtra,PM Fasal Bima Yojana,C068,medium,1,243.0,236.06,231.43,178.87,52.56,22.71,0.7729,0,77,normal,0,green
REC07549,2021,1,1,Infrastructure,Dahanu,Maharashtra,Swachh Bharat Mission,C026,medium,3,1117.49,1085.57,1064.28,622.1,442.18,41.55,0.5845,0,66,warning,1,yellow
REC07815,2024,4,2,Infrastructure,Rajkot,Gujarat,PM Awas Yojana,C003,low,2,642.34,623.99,611.75,339.28,272.47,44.54,0.5546,0,41,warning,1,yellow
REC08625,2022,7,3,Agriculture,Vadodara,Gujarat,MGNREGA,C069,medium,2,110.05,106.91,104.81,166.85,62.04,59.19,1.5919,1,44,anomaly_over,2,red
REC09750,2024,10,4,Health,Anand,Gujarat,PM Gram Sadak Yojana,C077,low,3,50.82,49.37,48.4,4.99,43.41,89.69,0.1031,0,8,anomaly_under,2,red
REC06469,2022,5,2,Education,Vadodara,Gujarat,Jal Jeevan Mission,C065,medium,2,120.13,116.7,114.41,109.16,5.25,4.59,0.9541,0,66,normal,0,green
REC01380,2023,10,4,Health,Mumbai,Maharashtra,Ayushman Bharat,C045,medium,1,312.0,303.08,297.14,282.56,14.58,4.91,0.9509,0,62,normal,0,green
REC07437,2024,1,1,Sanitation,Palghar,Maharashtra,Ayushman Bharat,C073,low,3,53.62,52.09,51.07,54.35,3.28,6.42,1.0642,1,51,warning,1,yellow
REC03135,2021,4,2,Agriculture,Raigad,Maharashtra,Ayushman Bharat,C074,medium,3,161.61,156.99,153.91,118.0,35.91,23.33,0.7667,0,85,normal,0,green
REC05142,2022,10,4,Education,Raigad,Maharashtra,Swachh Bharat Mission,C099,medium,3,155.75,151.3,148.33,131.42,16.91,11.4,0.886,0,66,normal,0,green
REC06424,2024,3,1,Sanitation,Pune,Maharashtra,Ayushman Bharat,C046,low,1,137.53,133.6,130.98,106.49,24.49,18.7,0.813,0,71,normal,0,green
REC07747,2023,7,3,Infrastructure,Raigad,Maharashtra,MGNREGA,C030,low,3,871.31,846.42,829.82,930.41,100.59,12.12,1.1212,1,64,warning,1,yellow
REC00664,2022,8,3,Education,Bharuch,Gujarat,Ayushman Bharat,C041,low,3,78.19,75.96,74.47,65.52,8.95,12.02,0.8798,0,80,normal,0,green
REC06179,2022,8,3,Sanitation,Pune,Maharashtra,PM Gram Sadak Yojana,C069,medium,1,204.05,198.22,194.33,176.83,17.5,9.01,0.9099,0,84,normal,0,green
REC00453,2022,4,2,Sanitation,Nashik,Maharashtra,MGNREGA,C009,low,2,136.78,132.88,130.27,113.74,16.53,12.69,0.8731,0,89,normal,0,green
REC04934,2022,10,4,Education,Palghar,Maharashtra,MGNREGA,C001,low,3,204.58,198.74,194.84,173.87,20.97,10.76,0.8924,0,64,normal,0,green
REC01031,2023,6,2,Sanitation,Anand,Gujarat,Jal Jeevan Mission,C020,medium,3,23.19,22.53,22.09,18.28,3.81,17.25,0.8275,0,93,normal,0,green
REC07468,2022,8,3,Health,Dahanu,Maharashtra,MGNREGA,C071,low,3,180.13,174.98,171.55,125.89,45.66,26.62,0.7338,0,67,warning,1,yellow
REC06851,2022,5,2,Agriculture,Bharuch,Gujarat,Jal Jeevan Mission,C004,low,3,153.85,149.45,146.52,121.38,25.14,17.16,0.8284,0,94,normal,0,green
REC06507,2022,9,3,Education,Nashik,Maharashtra,Ayushman Bharat,C092,medium,2,378.88,368.06,360.84,340.47,20.37,5.65,0.9435,0,71,normal,0,green
REC05226,2022,9,3,Education,Rajkot,Gujarat,PM Gram Sadak Yojana,C022,low,2,213.97,207.86,203.78,188.35,15.43,7.57,0.9243,0,91,normal,0,green
REC09160,2023,7,3,Agriculture,Nagpur,Maharashtra,Swachh Bharat Mission,C081,low,2,88.49,85.97,84.28,100.37,16.09,19.09,1.1909,1,35,anomaly_over,2,red
REC02715,2023,12,4,Sanitation,Dahanu,Maharashtra,PM Awas Yojana,C012,medium,3,41.25,40.08,39.29,31.52,7.77,19.78,0.8022,0,72,normal,0,green
REC01093,2021,1,1,Housing,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C020,medium,3,464.04,450.78,441.94,387.93,54.01,12.22,0.8778,0,68,normal,0,green
REC04714,2024,11,4,Infrastructure,Raigad,Maharashtra,PM Gram Sadak Yojana,C047,low,3,1552.05,1507.7,1478.14,1314.64,163.5,11.06,0.8894,0,60,normal,0,green
REC04743,2024,2,1,Agriculture,Nashik,Maharashtra,PM Gram Sadak Yojana,C042,low,2,204.76,198.91,195.01,159.28,35.73,18.32,0.8168,0,91,normal,0,green
REC02691,2023,11,4,Agriculture,Anand,Gujarat,PM Gram Sadak Yojana,C012,medium,3,155.33,150.89,147.93,97.69,50.24,33.96,0.6604,0,87,normal,0,green
REC05952,2024,2,1,Education,Dahanu,Maharashtra,Jal Jeevan Mission,C028,low,3,96.63,93.87,92.03,80.01,12.02,13.06,0.8694,0,65,normal,0,green
REC00616,2023,6,2,Health,Anand,Gujarat,Swachh Bharat Mission,C045,medium,3,202.59,196.8,192.94,169.02,23.92,12.4,0.876,0,91,normal,0,green
REC03810,2021,8,3,Infrastructure,Palghar,Maharashtra,PM Gram Sadak Yojana,C053,low,3,410.4,398.68,390.86,349.13,41.73,10.68,0.8932,0,90,normal,0,green
REC01163,2024,9,3,Health,Mumbai,Maharashtra,PM Fasal Bima Yojana,C043,low,1,766.52,744.62,730.02,621.0,109.02,14.93,0.8507,0,94,normal,0,green
REC01024,2024,6,2,Agriculture,Dahanu,Maharashtra,Jal Jeevan Mission,C053,low,3,73.93,71.82,70.41,43.25,27.16,38.57,0.6143,0,94,normal,0,green
REC02086,2024,5,2,Education,Surat,Gujarat,Sarva Shiksha Abhiyan,C005,low,1,231.64,225.02,220.61,195.11,25.5,11.56,0.8844,0,65,normal,0,green
REC02899,2024,5,2,Agriculture,Bharuch,Gujarat,Swachh Bharat Mission,C019,medium,3,97.89,95.09,93.23,67.05,26.18,28.08,0.7192,0,83,normal,0,green
REC03984,2024,3,1,Agriculture,Nagpur,Maharashtra,Swachh Bharat Mission,C036,low,2,203.74,197.92,194.04,132.82,61.22,31.55,0.6845,0,94,normal,0,green
REC08894,2023,11,4,Infrastructure,Mumbai,Maharashtra,Swachh Bharat Mission,C018,low,1,3756.63,3649.29,3577.74,4506.08,928.34,25.95,1.2595,1,27,anomaly_over,2,red
REC04292,2021,11,4,Housing,Nagpur,Maharashtra,PM Awas Yojana,C053,low,2,267.82,260.17,255.07,205.81,49.26,19.31,0.8069,0,82,normal,0,green
REC06640,2021,4,2,Health,Vadodara,Gujarat,Jal Jeevan Mission,C006,low,2,518.85,504.02,494.14,416.74,77.4,15.66,0.8434,0,84,normal,0,green
REC08849,2023,11,4,Sanitation,Nashik,Maharashtra,Sarva Shiksha Abhiyan,C019,medium,2,95.59,92.86,91.04,107.33,16.29,17.89,1.1789,1,27,anomaly_over,2,red
REC01962,2022,6,2,Sanitation,Mumbai,Maharashtra,PM Gram Sadak Yojana,C084,low,1,72.22,70.16,68.78,57.23,11.55,16.79,0.8321,0,64,normal,0,green
REC08974,2024,7,3,Agriculture,Dahanu,Maharashtra,Ayushman Bharat,C096,medium,3,112.23,109.03,106.89,127.39,20.5,19.18,1.1918,1,32,anomaly_over,2,red
REC00288,2022,12,4,Education,Dahanu,Maharashtra,PM Awas Yojana,C020,medium,3,42.58,41.36,40.55,36.49,4.06,10.01,0.8999,0,70,normal,0,green
REC04777,2023,2,1,Housing,Palghar,Maharashtra,PM Gram Sadak Yojana,C032,medium,3,164.93,160.22,157.08,140.17,16.91,10.77,0.8923,0,65,normal,0,green
REC05060,2023,10,4,Health,Nandurbar,Maharashtra,MGNREGA,C087,low,3,88.36,85.83,84.15,75.07,9.08,10.79,0.8921,0,74,normal,0,green
REC06916,2023,3,1,Agriculture,Raigad,Maharashtra,MGNREGA,C077,low,3,131.73,127.97,125.46,89.93,35.53,28.32,0.7168,0,93,normal,0,green
REC01650,2023,10,4,Housing,Surat,Gujarat,Swachh Bharat Mission,C100,low,1,908.33,882.38,865.08,782.58,82.5,9.54,0.9046,0,60,normal,0,green
REC08924,2022,12,4,Infrastructure,Surat,Gujarat,Ayushman Bharat,C053,low,1,2248.28,2184.04,2141.22,3011.15,869.93,40.63,1.4063,1,40,anomaly_over,2,red
REC04396,2024,12,4,Sanitation,Nandurbar,Maharashtra,PM Fasal Bima Yojana,C036,low,3,15.76,15.31,15.01,13.31,1.7,11.33,0.8867,0,88,normal,0,green
REC04475,2021,1,1,Infrastructure,Dahanu,Maharashtra,Swachh Bharat Mission,C095,low,3,1241.25,1205.78,1182.14,1070.36,111.78,9.46,0.9054,0,94,normal,0,green
REC01599,2022,3,1,Infrastructure,Nandurbar,Maharashtra,PM Gram Sadak Yojana,C006,low,3,1195.39,1161.24,1138.47,872.46,266.01,23.37,0.7663,0,85,normal,0,green
REC03831,2024,8,3,Agriculture,Vadodara,Gujarat,MGNREGA,C041,low,2,87.32,84.82,83.16,69.28,13.88,16.69,0.8331,0,80,normal,0,green
REC08999,2024,4,2,Housing,Ahmedabad,Gujarat,Ayushman Bharat,C080,medium,1,659.52,640.67,628.11,1003.39,375.28,59.75,1.5975,1,21,anomaly_over,2,red
REC06122,2024,5,2,Sanitation,Rajkot,Gujarat,Jal Jeevan Mission,C020,medium,2,118.43,115.05,112.79,93.75,19.04,16.88,0.8312,0,86,normal,0,green
REC08422,2024,7,3,Education,Rajkot,Gujarat,PM Awas Yojana,C015,medium,2,416.72,404.82,396.88,309.13,87.75,22.11,0.7789,0,46,warning,1,yellow
REC09317,2022,12,4,Housing,Pune,Maharashtra,Ayushman Bharat,C098,low,1,982.73,954.65,935.93,186.88,749.05,80.03,0.1997,0,11,anomaly_under,2,red
REC02999,2024,11,4,Health,Ahmedabad,Gujarat,MGNREGA,C040,low,1,534.85,519.57,509.38,479.32,30.06,5.9,0.941,0,63,normal,0,green
REC03578,2021,12,4,Health,Palghar,Maharashtra,Sarva Shiksha Abhiyan,C029,low,3,116.93,113.59,111.36,100.98,10.38,9.32,0.9068,0,82,normal,0,green
REC02130,2023,11,4,Housing,Raigad,Maharashtra,Jal Jeevan Mission,C085,low,3,174.89,169.89,166.56,142.05,24.51,14.72,0.8528,0,77,normal,0,green
REC03331,2021,2,1,Infrastructure,Ahmedabad,Gujarat,PM Fasal Bima Yojana,C005,low,1,1212.08,1177.45,1154.36,992.58,161.78,14.01,0.8599,0,74,normal,0,green
REC05718,2024,4,2,Sanitation,Raigad,Maharashtra,Swachh Bharat Mission,C060,high,3,55.95,54.36,53.29,43.88,9.41,17.66,0.8234,0,78,normal,0,green
REC02428,2021,10,4,Sanitation,Raigad,Maharashtra,Ayushman Bharat,C072,medium,3,78.02,75.79,74.3,66.76,7.54,10.15,0.8985,0,62,normal,0,green
REC03000,2021,10,4,Agriculture,Pune,Maharashtra,Sarva Shiksha Abhiyan,C064,medium,1,397.29,385.94,378.37,314.44,63.93,16.9,0.831,0,73,normal,0,green
REC03941,2022,10,4,Infrastructure,Vadodara,Gujarat,Swachh Bharat Mission,C001,low,2,542.72,527.22,516.88,397.92,118.96,23.02,0.7698,0,88,normal,0,green
REC01979,2022,9,3,Agriculture,Anand,Gujarat,Swachh Bharat Mission,C011,low,3,35.08,34.08,33.41,28.22,5.19,15.53,0.8447,0,86,normal,0,green
REC07295,2024,12,4,Agriculture,Palghar,Maharashtra,Sarva Shiksha Abhiyan,C046,low,3,86.47,84.0,82.35,90.18,7.83,9.51,1.0951,1,65,warning,1,yellow
REC06094,2021,10,4,Education,Nashik,Maharashtra,Ayushman Bharat,C065,medium,2,355.34,345.19,338.42,303.76,34.66,10.24,0.8976,0,64,normal,0,green
REC01184,2022,12,4,Agriculture,Nashik,Maharashtra,PM Awas Yojana,C053,low,2,202.08,196.31,192.46,131.31,61.15,31.77,0.6823,0,64,normal,0,green
REC01458,2024,3,1,Infrastructure,Pune,Maharashtra,MGNREGA,C082,low,1,1857.19,1804.12,1768.75,1603.65,165.1,9.33,0.9067,0,60,normal,0,green
REC01654,2023,5,2,Infrastructure,Nandurbar,Maharashtra,Swachh Bharat Mission,C022,low,3,256.31,248.98,244.1,173.09,71.01,29.09,0.7091,0,77,normal,0,green
REC06258,2022,7,3,Health,Nandurbar,Maharashtra,Sarva Shiksha Abhiyan,C036,low,3,299.36,290.8,285.1,249.44,35.66,12.51,0.8749,0,67,normal,0,green
